Elead ID,City,State,Zip,Bought Veh,Bought Veh Model,Bought Veh Trim,Bought Veh Price,Sale Date,Stock#,Vin#
7092150,ATLANTA,GA,30327,Saab,5-Sep,,10045,10/25/04,5573E,YS3ED48E3Y3054185
7092151,ROSWELL,GA,30075,Mercedes-Benz,CLK-Class,CLK320 2dr Coupe,27900,10/25/04,5600,WDBLJ65G01T084631
7092152,DECATUR,GA,30033,BMW,X5,4.4i 4dr All-wheel Drive,33500,10/26/04,5663,WBAFB335X1LH24257
7092153,CRANSTON,RI,2920,Mercedes-Benz,S-Class,S320 4dr Sedan,14595,10/26/04,5233A,WDBGA32G9VA334566
7092154,ELMONT,NY,11003,Jaguar,S-Type,,38700,10/26/04,5644,SAJEA01UX4HM97751
7092155,ATHENS,GA,30604,Mercedes-Benz,C-Class,C320 4dr Station Wagon,23950,10/27/04,5413,WDBRH64J92F178106
7092156,MARIETTA,GA,30064,Mercedes-Benz,SL-Class,SL500 2dr Roadster,85500,10/27/04,5672,WDBSK75FX3F008275
7092157,ALPHARETTA,GA,30022,Toyota,Sequoia,,27900,10/28/04,5384A,5TDZT38A42S100633
7092159,BIRMINGHAM,AL,35242,BMW,760,Li 4dr Sedan,90000,10/28/04,5674,WBAGN83434DK10889
7092162,TAMPA,FL,33647,Land Rover,Discovery,SE 4dr All-wheel Drive,40338,10/29/04,5700,SALTY19414A851136
7092163,ISLAND HGTS,NJ,8732,Jaguar,XJ8,Vanden Plas 4dr Sedan,23606,10/29/04,5488,SAJDA24C71LF28587
7092164,CORDOVA,TN,38018,Volvo,XC90,T6 A SR AWD 4dr,35440,10/29/04,5676,YV1CZ91HX31007073
7092172,CHAMPAIGN,IL,61822,BMW,530,iA (A5) 4dr Sedan,36501,10/29/04,5575,WBADT63483CK32856
7092165,NEWNAN,GA,30263,Jaguar,S-Type,3.0L V6 4dr Sedan,25900,10/30/04,5406,SAJDA01N81FM13230
7092166,ALPHARETTA,GA,30022,Mercedes-Benz,E-Class,,32850,10/30/04,5574,WDBJF70J52B478862
7092167,GAHANNA,OH,43230,BMW,540,i 4dr Sedan,15901,10/30/04,5560A,WBADE5327WBV94013
7092168,COSTA MESA,CA,92626,Mercedes-Benz,CLK-Class,CLK430 2dr Coupe,30400,10/30/04,5643,WDBLJ70G41F178538
7092169,ACWORTH,GA,30102,Mercedes-Benz,C-Class,C320 4dr Sedan,27458,10/30/04,5659,WDBRF64J92F284156
7092170,STAMFORD,CT,6903,Land Rover,Range Rover,,22001,10/30/04,5656,SALPV1644YA440964
7092173,ESSEX,MD,21221,Mercedes-Benz,SL-Class,SL500 2dr Roadster,38990,11/1/04,5591,WDBFA68F3YF191469
7092174,JACKSON,AL,36545,BMW,745,Li 4dr Sedan,53300,11/2/04,5582,WBAGN63412DR01372
7092176,WELLINGTON,FL,33449,BMW,M3,Base 2dr Coupe,45500,11/2/04,5652,WBSBL93493JR20512
7092177,BLUE RIDGE,GA,30513,Hummer,H2,Base 4dr All-wheel Drive,36501,11/3/04,5322,5GRGN23U03H112618
7092179,DALLAS,GA,30132,Lexus,LX 470,Base 4dr All-wheel Drive,53081,11/4/04,5637,JTJHT00W133530525
7092180,BIRMINGHAM,AL,35210,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,29601,11/4/04,5689,WDBKK65F71F178522
7092182,GARDEN GROVE,CA,92845,Jaguar,XJ,,38900,11/4/04,5672A,SAJDA15B73MF56533
7092183,DELRAY BEACH,FL,33444,Porsche,911,,69900,11/4/04,5662,WP0CA29953S653021
7092184,FRISCO,TX,75033,BMW,X5,4.4i 4dr All-wheel Drive,31800,11/5/04,5657,WBAFB33531LH18705
7092187,FARMVILLE,NC,27828,Porsche,Cayenne,S 4dr All-wheel Drive,53800,11/8/04,5702,WP1AB29P54LA76343
7092188,MODESTO,CA,95351,Mercedes-Benz,C-Class,Kompressor C230 4dr Sedan,17200,11/8/04,5706,WDBHA24G9YA843914
7092189,ALEXANDRIA,VA,22314,Mercedes-Benz,E-Class,,26600,11/9/04,5617,WDBJF65J21B336017
7092190,KINGSTON SPRINGS,TN,37082,Volkswagen,Jetta,,13400,11/9/04,5659A,3VWSP69M62M061914
7092191,JONESBORO,GA,30238,BMW,745,Li 4dr Sedan,49900,11/9/04,5724,WBAGN63482DR03152
7092195,RANDALLSTOWN,MD,21133,Mercedes-Benz,G-Class,G500 4dr All-wheel Drive,53500,11/11/04,5597,WDCYR49E83X136669
7092196,LITHONIA,GA,30038,Lexus,GS 300,Base 4dr Sedan,29900,11/11/04,5574A,JT8BD69S030175338
7092197,METAIRIE,LA,70001,BMW,745,Li 4dr Sedan,58600,11/12/04,5629,WBAGN634X3DR16633
7092198,RIVERVIEW,FL,33569,Porsche,911,,69501,11/12/04,5660,WP0CA29913S653064
7092199,MARIETTA,GA,30060,INFINITI,G35,,24500,11/12/04,5421,JNKCV51E73M001275
7092200,SHAWNEE MISSION,KS,66216,Jaguar,S-Type,,28601,11/12/04,5707,SAJEA01U63HM50800
7092203,CEDARTOWN,GA,30125,Toyota,Land Cruiser,Base 4dr 4x4,49900,11/13/04,5699,JTEHT05J142054313
7092204,DULUTH,GA,30097,Porsche,911,,44500,11/13/04,5705,WP0AA2992YS622033
7092207,LOS ANGELES,CA,90017,Jaguar,X-Type,,21500,11/15/04,5695,SAJEA51C43WC91178
7092208,PALM BEACH GARDENS,FL,33418,Porsche,Cayenne,S 4dr All-wheel Drive,51501,11/15/04,5720,WP1AB29P34LA69360
7092213,STONE MOUNTAIN,GA,30087,BMW,745,Li 4dr Sedan,49500,11/16/04,5729,WBAGN63472DR04275
7092214,NEWNAN,GA,30263,Mercedes-Benz,C-Class,C240 4dr Sedan,22800,11/16/04,5587,WDBRF61J02F235870
7092217,ALBANY,GA,31705,INFINITI,G35,,28900,11/17/04,5641,JNKCV54E83M215235
7092218,MCDONOUGH,GA,30252,BMW,530,iA (A5) 4dr Sedan,28221,11/17/04,5642,WBADT63472CH93406
7092219,TURLOCK,CA,95380,Mercedes-Benz,SL-Class,SL500 2dr Roadster,75900,11/17/04,5717,WDBSK75F53F017756
7092220,ANKENY,IA,50023,INFINITI,FX35,,31490,11/17/04,5649,JNRAS08WX3X003989
7092223,VILLA RICA,GA,30180,BMW,330,,25197,11/18/04,5592,WBAAV53471FJ69588
7092226,GOODLETTSVILLE,TN,37072,BMW,530,i 4dr Sedan,42200,11/18/04,5703,WBANA73514B066762
7092227,LELAND,NC,28451,Lexus,LX 470,Base 4dr All-wheel Drive,50500,11/18/04,5727,JTJHT00W733529136
7092228,CENTERVILLE,OH,45459,BMW,X5,4.4i 4dr All-wheel Drive,38760,11/19/04,5615,WBAFB33531LH18512
7092229,MARIETTA,GA,30067,Volvo,850,,1475,11/19/04,5642A,YV1LS5719S1254851
7092231,JANESVILLE,WI,53545,Buick,Regal,,9501,11/20/04,5571A,2G4WF5514Y1214797
7092232,BRASELTON,GA,30517,Mercedes-Benz,SLK-Class,Kompressor SLK230 2dr Roadster,20300,11/20/04,5718,WDBKK47F0XF096318
7092233,CONYERS,GA,30094,Lexus,LS 430,Base 4dr Sedan,55897,11/20/04,5698A,JTHBN36F140142627
7092234,WALTERBORO,SC,29488,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,44156,11/20/04,5747,WDBUF65J83A190731
7092235,KENNESAW,GA,30152,BMW,M3,Base 2dr Coupe,46450,11/20/04,5730,WBSBL93433JR21123
7092237,POWDER SPRINGS,GA,30127,Mercedes-Benz,S-Class,S430 4dr Sedan,44608,11/22/04,5753,WDBNG70JX1A167463
7092239,GREENLAND,NH,3840,BMW,X5,3.0i 4dr All-wheel Drive,36850,11/22/04,5754,5UXFA53573LV88735
7092240,WARRINGTON,PA,18976,BMW,M5,Base 4dr Sedan,46100,11/22/04,5710,WBSDE93451BZ99302
7092241,CHARLESTON,SC,29492,BMW,5 Series,540I AUTOMATIC,46500,11/22/04,5654,WDBNG63493GN88428
7092242,FARGO,ND,58103,Porsche,Cayenne,Turbo 4dr All-wheel Drive,77900,11/23/04,5744,WP1AC29P34LA91100
7092244,MEDINA,OH,44256,BMW,330,Ci 2dr Rear-wheel Drive Convertible,35400,11/26/04,5593,WBABS53482JU89756
7092245,PENSACOLA,FL,32503,Mercedes-Benz,C-Class,C240 4dr Sedan,16200,11/27/04,5700A,WDBRF61J61F124500
7092246,CUMMING,GA,30041,Mercedes-Benz,M-Class,ML320 4dr All-wheel Drive,23900,11/27/04,5723,4JGAB54E1YA187705
7092248,COLORADO SPRINGS,CO,80916,Jaguar,XJ,Vanden Plas 4dr Sedan,51600,11/27/04,5760,SAJWA74C54SG20958
7092249,LAWRENCEVILLE,GA,30043,BMW,7 Series,Li 4dr Sedan,67000,11/29/04,5674A,WBAGN63494DS51175
7092261,BARRINGTON,RI,2806,BMW,325,i 4dr Rear-wheel Drive Sedan,28800,11/29/04,5770,WBAET37483NJ40695
7092262,JACKSONVILLE,FL,32223,BMW,X5,4.4i 4dr All-wheel Drive,35900,11/29/04,5725,5UXFB335X2LH32328
7092263,CALDWELL,ID,83607,BMW,745,Li 4dr Sedan,67900,11/29/04,5746,WBAGN63464DS46256
7092266,DALY CITY,CA,94014,BMW,M3,Base 2dr Coupe,49900,11/29/04,5755,WBSBL934X4PN56180
7092251,PITTSBURGH,PA,15221,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,29101,11/30/04,5632,WP0CB298XYU662779
7092253,CHARLOTTE,NC,28204,Nissan,Maxima,,10900,11/30/04,5709C,JN1CA31A6YT207590
7092254,ACWORTH,GA,30101,Jaguar,S-Type,4.2L V8 R (A6) 4dr Sedan,40000,11/30/04,5394,SAJEA03V431M66380
7092255,BLAINE,MN,55449,Jaguar,S-Type,3.0L V6 4dr Sedan,23250,11/30/04,5781,SAJDA01N92FM22830
7092260,JASPER,AL,35504,Jaguar,XKR,Base 2dr Coupe,64101,11/30/04,5417,SAJDA41B133A30525
7092265,FORT WORTH,TX,76109,Land Rover,Range Rover,HSE 4dr All-wheel Drive,64500,11/30/04,5333,SALME11494A160025
7092256,HUNTINGTON,WV,25701,Mercedes-Benz,M-Class,ML500 4dr All-wheel Drive,27400,12/1/04,5650,4JGAB75E42A315078
7092257,ATLANTA,GA,30318,BMW,X5,4.4i 4dr All-wheel Drive,45411,12/1/04,5653,5UXFB33582LH32022
7092258,CHATTANOOGA,TN,37402,Mercedes-Benz,CLK-Class,CLK500 2dr Coupe,43601,12/1/04,5668,WDBTJ75J94F075513
7092259,LITTLE ROCK,AR,72223,Mercedes-Benz,M-Class,ML500 4dr All-wheel Drive,25400,12/1/04,5690,4JGAB75E82A295238
7092264,ATLANTA,GA,30350,Mercedes-Benz,S-Class,S55 AMG 4dr Sedan,63300,12/2/04,5638,WDBNG73J42A229629
7092267,GREENACRES,WA,99016,BMW,M3,Base 2dr Convertible,42202,12/2/04,5522A,WBSBR93451EX20439
7092268,TINTON FALLS,NJ,7753,Land Rover,Discovery,,29900,12/2/04,5691,SALTW19434A833419
7092269,TEMPLE,GA,30179,Mercedes-Benz,S-Class,S430 4dr Sedan,36500,12/3/04,5777,WDBNG70J11A215173
7092270,DES MOINES,IA,50313,BMW,330,Ci 2dr Coupe,23500,12/3/04,5730A,WBABN534X1JU32125
7092272,HUNTINGDON VALLEY,PA,19006,Mercedes-Benz,E-Class,4M E320 4dr All-wheel Drive Sedan,24500,12/3/04,5469,WDBJF82J11X049089
7092273,SAINT PETERSBURG,FL,33716,Mercedes-Benz,M-Class,ML430 4dr All-wheel Drive,15101,12/3/04,5615A,4JGAB72E6XA082753
7092275,SALT LAKE CITY,UT,84108,BMW,545,i 4dr Sedan,52801,12/3/04,5742,WBANB33504B087091
7092276,CEDAR PARK,TX,78613,Mercedes-Benz,SL-Class,SL320 2dr Roadster,18995,12/3/04,5753A,WDBFA63F5VF142986
7092277,WASHINGTON,DC,20016,Mercedes-Benz,CL-Class,CL500 2dr Coupe,83700,12/3/04,5514,WDBPJ75J74A041682
7092278,WILMINGTON,NC,28405,Mercedes-Benz,SLK-Class,Kompressor SLK230 2dr Roadster,24190,12/4/04,5618,WDBKK49F41F218392
7092279,POWDER SPRINGS,GA,30127,Mercedes-Benz,CL-Class,CL500 2dr Coupe,65012,12/4/04,5529,WDBPJ75J81A015653
7092280,KENNESAW,GA,30144,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,23800,12/4/04,5728,WP0CA2989YU620946
7092281,ATLANTA,GA,30329,Mercedes-Benz,CLK-Class,CLK500 2dr Coupe,53600,12/4/04,5732A,WDBTJ75J55F133814
7092282,SMYRNA,GA,30082,Mercedes-Benz,S-Class,S500 4dr Rear-wheel Drive Sedan,69900,12/4/04,5271,WDBNG75J24A416173
7092283,GULF BREEZE,FL,32561,Mercedes-Benz,CLK-Class,CLK320 2dr Convertible,44900,12/6/04,5608,WDBLK65G33T132039
7092285,LARGO,MD,20774,Mercedes-Benz,G-Class,G500 4dr All-wheel Drive,56500,12/6/04,5686,WDCYR49E93X135367
7092287,CRESTVIEW,FL,32539,BMW,M3,Base 2dr Convertible,48200,12/6/04,5726,WBSBR93423PK02408
7092288,ALPHARETTA,GA,30022,Jaguar,XJ,Vanden Plas 4dr Sedan,58258,12/6/04,5792,SAJEA74C94SG02006
7092289,SAN JUAN CAPISTRANO,CA,92675,Mercedes-Benz,CL-Class,CL65 AMG 2dr Coupe,176800,12/6/04,5790,WDBPJ79J25A044033
7092290,WEST HOLLYWOOD,CA,90046,Volkswagen,Touareg,V10 TDI 4dr All-wheel Drive,55601,12/6/04,5787,WVGHH77L74D062414
7092292,NORTHAMPTON,MA,1060,Audi,A6,,21500,12/6/04,5788,WAUED64BX1N098870
7092293,REX,GA,30273,Mercedes-Benz,C-Class,C240 4dr Rear-wheel Drive Sedan,35315,12/7/04,5599,WDBRF61J13F343674
7092294,ORANGE BEACH,AL,36561,BMW,745,Li 4dr Sedan,61199,12/7/04,5685,WBAGN63403DR11148
7092295,PARADISE VALLEY,AZ,85253,Mercedes-Benz,S-Class,S430 4dr Rear-wheel Drive Sedan,57800,12/7/04,5773,WDBNG70J83A371178
7092296,WARREN,OH,44484,BMW,745,i 4dr Sedan,45800,12/9/04,5616,WBAGL63412DP55691
7092297,HENDERSON,NV,89052,Jaguar,S-Type,3.0L V6 4dr Sedan,20900,12/9/04,5417A,SAJDA01N92FM23931
7092298,DELRAN,NJ,8075,BMW,745,Li 4dr Sedan,54600,12/9/04,5768,WBAGN63422DR05835
7092299,ARLINGTON,WA,98223,Acura,MDX,3.5L w/Touring Package (A5) 4dr 4x4,25900,12/9/04,5739,2HNYD18612H536275
7092301,SIMPSONVILLE,SC,29681,Toyota,Land Cruiser,Base 4dr 4x4,41900,12/11/04,5783,JTEHT05J832035143
7092302,ORANGE BEACH,AL,36561,Hummer,H2,Base 4dr All-wheel Drive,25000,12/13/04,5685A,5GRGN23U73H121574
7092303,ATLANTA,GA,30329,Mercedes-Benz,E-Class,E500 4dr Sedan,45600,12/13/04,5738,WDBUF70JX3A092944
7092304,MARIETTA,GA,30067,Lexus,RX 300,,12500,12/14/04,5732B,JT6GF10U9X0020867
7092305,ROCHESTER,NY,14612,BMW,X5,4.8is 4dr All-wheel Drive,63700,12/14/04,5796,5UXFA93594LE81780
7092306,CANTON,GA,30115,Jaguar,X-Type,,21000,12/14/04,5697,SAJEA51C32WC31911
7092309,DOWNEY,CA,90241,Land Rover,Discovery,SE 4dr All-wheel Drive,26900,12/14/04,5814,SALTY19424A829307
7092310,DESTIN,FL,32541,Mercedes-Benz,G-Class,G500 4dr All-wheel Drive,47801,12/14/04,5751,WDCYR49E72X130330
7092314,RICHMOND,VA,23220,BMW,325,i 4dr Rear-wheel Drive Sedan,25900,12/17/04,5669,WBAEV33443KL59851
7092315,WOODSTOCK,GA,30189,BMW,745,i 4dr Sedan,60400,12/17/04,5776,WBAGL634X3DP68103
7092316,BESSEMER,AL,35023,Acura,RSX,,15100,12/18/04,5735,JH4DC54892C008586
7092318,STONE MOUNTAIN,GA,30088,Mercedes-Benz,M-Class,ML320 4dr All-wheel Drive,19600,12/18/04,5653A,4JGAB54E91A230340
7092319,ALPHARETTA,GA,30022,BMW,325,i 4dr Rear-wheel Drive Sedan,26900,12/20/04,5795,WBAEV33433KL82022
7092320,OKLAHOMA CITY,OK,73116,Mercedes-Benz,SL-Class,SL600 2dr Roadster,129000,12/20/04,5711,WDBSK76F45F087332
7092323,HOHENWALD,TN,38462,Lexus,RX 300,Base 4dr Front-wheel Drive,26500,12/20/04,5807,JTJGF10U520128773
7092324,ARCADIA,CA,91007,Mercedes-Benz,CL-Class,CL600 2dr Coupe,59000,12/20/04,5758C,WDBPJ78J62A019455
7092325,CUMMING,GA,30041,BMW,X5,4.6is 4dr All-wheel Drive,51800,12/21/04,5819,5UXFB93533LN80927
7092327,ATLANTA,GA,30311,Mercedes-Benz,S-Class,S420 4dr Sedan,20113,12/21/04,5529A,WDBGA43G2XA416274
7092328,TYLER,TX,75701,Mercedes-Benz,SL-Class,SL500 2dr Roadster,41800,12/21/04,5568,WDBFA68F91F197508
7092331,TALLAHASSEE,FL,32308,Mercedes-Benz,CLK-Class,CLK430 2dr Coupe,28900,12/22/04,5535,WDBLJ70G81F186531
7092332,DUNWOODY,GA,30338,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,40900,12/22/04,5820,WDBUF65J93A253173
7092333,CALGARY,AL,T3Z3J,Porsche,Cayenne,Turbo 4dr All-wheel Drive,82400,12/22/04,5842,WP1AC29P45LA90149
7092334,LEAWOOD,KS,66224,Mercedes-Benz,CLK-Class,CLK430 2dr Convertible,40101,12/22/04,5688,WDBLK70G11T076712
7092336,WESTMINSTER,CA,92683,Aston Martin,DB7 Vantage,Volante 2dr Convertible,104101,12/23/04,5801C,SCFAB42392K403416
7092337,EVANS,GA,30809,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,34800,12/23/04,5376,WP0CB29822U661195
7092338,SACRAMENTO,CA,95835,Porsche,911,,48000,12/23/04,5808,WP0AA29921S620644
7092339,HENDERSONVILLE,NC,28791,Chevrolet,Suburban 1500,,17000,12/27/04,5699A,3GNFK16T5YG160935
7092340,SUWANEE,GA,30024,Mercedes-Benz,CLK-Class,CLK430 2dr Coupe,28950,12/27/04,5492,WDBLJ70G41F187370
7092341,FORT BELVOIR,VA,22060,Jeep,Grand Cherokee,Limited 4dr 4x2,16700,12/27/04,5664B,1J4GX58N93C535333
7092344,HOOVER,AL,35244,Mercedes-Benz,S-Class,S500 4dr Sedan,40800,12/27/04,5860,WDBNG75J21A222710
7092345,BASKING RIDGE,NJ,7920,BMW,330,Ci 2dr Rear-wheel Drive Convertible,31700,12/27/04,5816,WBABS53482EV88215
7092342,FORT MYERS,FL,33966,Mercedes-Benz,G-Class,G500 4dr All-wheel Drive,46800,12/28/04,5818,WDCYR49E42X128387
7092346,ATLANTA,GA,30338,Mercedes-Benz,S-Class,S430 4dr Rear-wheel Drive Sedan,55200,12/28/04,5804,WDBNG70J83A321056
7092348,HAM LAKE,MN,55304,BMW,X5,3.0i 4dr All-wheel Drive,33900,12/28/04,5835,5UXFA53513LV86415
7092349,GREENWOOD,LA,71033,Jaguar,S-Type,4.0L V8 4dr Sedan,22801,12/28/04,5853,SAJDA01P21GM19066
7092359,SOUTHWEST RANCHES,FL,33331,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive,33300,12/28/04,5684,4JGAB57EX4A469296
7092350,ATLANTA,GA,30331,Jaguar,S-Type,4.0L V8 4dr Sedan,20800,12/29/04,5854,SAJDA01PX1GL92022
7092358,TYNGSBORO,MA,1879,Lexus,RX 300,Base 4dr All-wheel Drive,23750,12/29/04,5876,JTJHF10U410227622
7092352,SNELLVILLE,GA,30078,Jaguar,S-Type,3.0L V6 4dr Sedan,22700,12/30/04,5852,SAJDA01N82FM30966
7092353,LAWRENCEVILLE,GA,30043,Porsche,911,,34400,12/30/04,5765,WP0AA2993XS620287
7092354,SHELBYVILLE,KY,40065,Jaguar,X-Type,3.0L w/Sport (M5) 4dr Sedan,19400,12/30/04,5858,SAJEA51C02WC04598
7092360,LOS GATOS,CA,95030,Mercedes-Benz,SL-Class,SL500 2dr Roadster,68800,12/30/04,5197A,WDBSK75F13F009525
7092357,RUTHERFORDTON,NC,28139,Jaguar,X-Type,,21900,12/31/04,5694,SAJEA51C83WD41127
7092361,SLINGERLANDS,NY,12159,Porsche,Boxster,S 2dr Rear-wheel Drive Convertible,30900,1/3/05,5786,WP0CB2986YU661757
7092365,ROSWELL,GA,30075,Audi,allroad,,22779,1/4/05,5843,WAUYP64B41N094219
7092367,ATLANTA,GA,30306,Mercedes-Benz,SLK-Class,SLK320 2dr Roadster,29500,1/5/05,5812,WDBKK65F83F275490
7092368,CHARLESTON,SC,29412,BMW,325,i 4dr Rear-wheel Drive Sedan,27601,1/5/05,5774,WBAET374X4NJ42398
7092398,AUSTELL,GA,30168,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,23760,1/5/05,5596,WDBJF65J7YB159054
7092371,HILTON HEAD ISLAND,SC,29926,Mercedes-Benz,C-Class,C240 4dr Rear-wheel Drive Sedan,28201,1/7/05,5845,WDBRF61J74F544044
7092372,ALPHARETTA,GA,30022,Porsche,911,,62158,1/7/05,5743,WP0CA29992S652906
7092373,DACULA,GA,30019,BMW,530,iA 4dr Sedan,28900,1/7/05,5826,WBADT63481CF12230
7092374,NORFOLK,VA,23517,Saab,5-Sep,Base 4dr Sedan,8788,1/7/05,5879,YS3ED45E7X3027526
7092317,AUSTIN,TX,78738,INFINITI,Q45,Luxury 4dr Sedan,31201,1/8/05,5875,JNKBF01A82M006069
7092378,DELRAY BEACH,FL,33446,Mercedes-Benz,C55 AMG,C55 AMG 4dr Sedan,53700,1/10/05,5891,WDBRF76J65F621535
7092379,FORT MILL,SC,29715,Nissan,350Z,,24800,1/11/05,5863,JN1AZ34DX3T102744
7092380,OOLTEWAH,TN,37363,Mercedes-Benz,CLK-Class,CLK320 2dr Coupe,43500,1/11/05,5906,WDBTJ65J34F103686
7092385,ATLANTA,GA,30309,BMW,330,Ci 2dr Rear-wheel Drive Convertible,44800,1/12/05,5731,WBABW53484PJ95374
7092386,EAST ELMHURST,NY,11370,Lexus,RX 300,,14101,1/12/05,5818A,JT6GF10U2X0019334
7092388,ALLENTOWN,PA,18106,Audi,A8,L 4.2L 4dr All-wheel Drive Quattro LWB Sedan,35601,1/12/05,5888,WAUML44D92N003107
7092389,ACWORTH,GA,30101,INFINITI,G35,,30400,1/13/05,5862,JNKCV54E34M300162
7092390,NEW CUMBERLAND,PA,17070,Saab,3-Sep,SE 2dr Convertible,16900,1/13/05,5759,YS3DF78K627015992
7092392,PLAINFIELD,IL,60586,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive,30500,1/13/05,5849,4JGAB57E03A442400
7092394,CARMEL,IN,46033,Mercedes-Benz,G-Class,G500 4dr All-wheel Drive,54450,1/13/05,5874,WDCYR49E73X141071
7092395,GAMBRILLS,MD,21054,Bentley,Arnage,,86800,1/13/05,5887,SCBLC31E0YCX04146
7092396,GREEN BAY,WI,54313,Lexus,RX 300,Base 4dr Front-wheel Drive,23300,1/13/05,5398,JTJGF10U210098338
7092397,RIVERDALE,GA,30296,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,44919,1/14/05,5882,WDBUF65J23A322172
7092399,KNOXVILLE,TN,37923,Mercedes-Benz,SLK-Class,Kompressor SLK230 2dr Roadster,26900,1/14/05,5376A,WDBKK49F12F262741
7092400,CARSON CITY,NV,89704,Porsche,Cayenne,S 4dr All-wheel Drive,48301,1/14/05,5896,WP1AB29P04LA69221
7092402,HEADLAND,AL,36345,Mercedes-Benz,C-Class,C240 4dr Sedan,19900,1/15/05,5843A,WDBRF61JX2F256175
7092404,TALLAPOOSA,GA,30176,Mercedes-Benz,C-Class,C240 4dr Rear-wheel Drive Sedan,27700,1/15/05,5846,WDBRF61J94F551819
7092405,MONETT,MO,65708,Mercedes-Benz,E-Class,,32000,1/15/05,5851,WDBJF65J72B424336
7092406,PERRY,GA,31069,BMW,530,iA (A5) 4dr Sedan,33900,1/17/05,5900,WBADT63493CK30968
7092407,DULUTH,GA,30097,Mercedes-Benz,E-Class,E320 4dr Rear-wheel Drive Sedan,37250,1/17/05,5914,WDBUF65J43A093655
7092408,KALISPELL,MT,59901,Mercedes-Benz,S-Class,S500 4dr Sedan,42500,1/17/05,5658,WDBNG75J32A225746
7092410,ALBEMARLE,NC,28001,Land Rover,Discovery,SE 4dr All-wheel Drive,26200,1/18/05,5883,SALTY16483A817195
7092411,LAS CRUCES,NM,88011,Mercedes-Benz,CLK-Class,CLK320 2dr Convertible,40900,1/19/05,5748,WDBLK65G53T142894
7092412,MARIETTA,GA,30062,Mercedes-Benz,S-Class,S500 2dr Coupe,22500,1/20/05,5908,WDBGA70GXVA355355
7092415,NAGS HEAD,NC,27959,BMW,330,Ci 2dr Rear-wheel Drive Convertible,43600,1/20/05,5866,WBABW53494PL43192
7092416,SAN JOSE,CA,95135,Acura,TL,,28005,1/20/05,5893,19UUA66214A024304
7092417,CARTERSVILLE,GA,30120,Ford,Ranger,,7997,1/21/05,5906A,1FTYR14V9XTA83117
7092418,MARIETTA,GA,30067,BMW,Z3,3.0i 2dr Roadster,23500,1/21/05,5900A,WBACN53461LJ58902
7092420,NEWNAN,GA,30265,BMW,M3,Base 2dr Coupe,44650,1/22/05,5789,WBSBL93443JR20661
7092421,CANTON,GA,30114,Mercedes-Benz,C-Class,,26900,1/22/05,5905,WDBRF64J33F365655
7092422,BROOKHAVEN,GA,30319,BMW,330,Ci 2dr Convertible,39189,1/22/05,5604,WBABS53421EV87673
7092423,MARIETTA,GA,30062,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive,31770,1/22/05,5940,4JGAB57E14A495091
7092424,NORTON,OH,44203,Jaguar,XJ,,34400,1/24/05,5855,SAJDA15B33MF50566
7092425,LILBURN,GA,30047,Mercedes-Benz,S-Class,S500 4dr Sedan,42300,1/24/05,5909,WDBNG75J92A247251
7092427,EWING,NJ,8638,Mercedes-Benz,E-Class,E500 4dr Sedan,40800,1/24/05,5627,WDBUF70J83A160366
7092429,ALPHARETTA,GA,30022,BMW,530,iA (A5) 4dr Sedan,32800,1/25/05,5903,WBADT63423CK28995
7092450,CHARLOTTESVILLE,VA,22902,BMW,M3,Base 2dr Coupe,42551,1/25/05,5886,WBSBL93403JR21757
7092432,COLUMBIA,MO,65203,Mercedes-Benz,E-Class,E500 4dr Sedan,42601,1/26/05,5566,WDBUF70J73A113944
7092433,LITHONIA,GA,30038,Mercedes-Benz,CL-Class,CL55 AMG 2dr Coupe,87900,1/27/05,5885,WDBPJ74J23A038110
7092434,MYRTLE BEACH,SC,29572,Lexus,SC 430,Base 2dr Convertible,43925,1/27/05,5772,JTHFN48YX20027253
7092437,ALPHARETTA,GA,30004,Mercedes-Benz,E-Class,E320 CDI 4dr Sedan,48500,1/27/05,5899,WDBUF26J25A594232
7092438,METAIRIE,LA,70003,Mercedes-Benz,E-Class,E500 4dr Sedan,45601,1/28/05,5911,WDBUF70J93A161414
7092439,LAWRENCEVILLE,GA,30045,Mercedes-Benz,M-Class,ML350 4dr All-wheel Drive,33300,1/28/05,5942,4JGAB57E24A495911
7092441,NEWBURGH,NY,12550,Porsche,911,Targa 2dr Rear-wheel Drive Coupe,65750,1/28/05,5733,WP0BA29964S635074
7092462,HALLANDALE BEACH,FL,33009,Jeep,Grand Cherokee,Laredo 4dr 4x2,17891,1/28/05,5789A,1J4GX48J24C258274
7092442,MONROE,GA,30656,Porsche,Boxster,Base 2dr Rear-wheel Drive Convertible,25800,1/31/05,5936,WP0CA29811U627539
